symbol,company_name,isin,parent_sector,parent_sector_id,major_industry,major_industry_id,sub_industry,sub_industry_id,primary_business,classification_confidence,classification_rationale,classification_source,effective_from,effective_to,last_verified,verification_status
TVSHLTD,TVS Holdings Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
TVSMOTOR,TVS Motor Company Limited,,AUTO,SEC_AUTO,Two & Three Wheelers,IND_TWO_THREE_WHEELERS,"Motorcycles, Commuter Scooters & Electric 3W Autos",SUB_MOTORCYCLES_COMMUTER_SCOOTERS_ELECTRIC_3W_AUTOS,"High-volume manufacturing of motorcycles, commuter scooters, electric 2W/3W and passenger autorickshaws.",HIGH,"Classified into Parent Sector 'AUTO' and Major Industry 'Two & Three Wheelers' (Motorcycles, Commuter Scooters & Electric 3W Autos) based on primary economic business exposure: High-volume manufacturing of motorcycles, commuter scooters, electric 2W/3W and passenger autorickshaws.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
TVSSCS,TVS Supply Chain Solutions Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
TVSSRICHAK,TVS Srichakra Limited,,TYRES & RUBBER,SEC_TYRES_RUBBER,Automotive Tyres,IND_AUTOMOTIVE_TYRES,"Radial Passenger Car, Truck, Bus & 2W Pneumatic Tyres",SUB_RADIAL_PASSENGER_CAR_TRUCK_BUS_2W_PNEUMATIC_TYRES,Manufacturing and nationwide OEM/replacement distribution of passenger car and truck radial tyres.,HIGH,"Classified into Parent Sector 'TYRES & RUBBER' and Major Industry 'Automotive Tyres' (Radial Passenger Car, Truck, Bus & 2W Pneumatic Tyres) based on primary economic business exposure: Manufacturing and nationwide OEM/replacement distribution of passenger car and truck radial tyres.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
TVTODAY,TV Today Network Limited,,MEDIA & ENTERTAINMENT,SEC_MEDIA_ENTERTAINMENT,Television Broadcasting & Digital Media,IND_TELEVISION_BROADCASTING_DIGITAL_MEDIA,"Satellite Television Channels, OTT Platforms & News Networks",SUB_SATELLITE_TELEVISION_CHANNELS_OTT_PLATFORMS_NEWS_NETWORKS,"Production and satellite broadcast of linear television entertainment channels, digital news portals and over-the-top (OTT) video.",HIGH,"Classified into Parent Sector 'MEDIA & ENTERTAINMENT' and Major Industry 'Television Broadcasting & Digital Media' (Satellite Television Channels, OTT Platforms & News Networks) based on primary economic business exposure: Production and satellite broadcast of linear television entertainment channels, digital news portals and over-the-top (OTT) video.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
TVVISION,TV Vision Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UBL,United Breweries Limited,,BEVERAGES & DISTILLERIES,SEC_BEVERAGES_DISTILLERIES,Breweries & Beer,IND_BREWERIES_BEER,"Lager Beer, Strong Beer & Craft Brewing Operations",SUB_LAGER_BEER_STRONG_BEER_CRAFT_BREWING_OPERATIONS,"Brewing, bottling and distribution of mainstream lager, strong beer and premium craft malt beverages.",HIGH,"Classified into Parent Sector 'BEVERAGES & DISTILLERIES' and Major Industry 'Breweries & Beer' (Lager Beer, Strong Beer & Craft Brewing Operations) based on primary economic business exposure: Brewing, bottling and distribution of mainstream lager, strong beer and premium craft malt beverages.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UCAL,UCAL LIMITED,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UCOBANK,UCO Bank,,BANKING,SEC_BANKING,Public Sector Commercial Banks (PSU),IND_PUBLIC_SECTOR_COMMERCIAL_BANKS_PSU,"Sovereign-Backed Corporate Credit, Agri Loans & CASA Deposits",SUB_SOVEREIGN_BACKED_CORPORATE_CREDIT_AGRI_LOANS_CASA_DEPOSITS,"Public sector scheduled commercial banking offering retail deposits, sovereign lending and MSME financing.",HIGH,"Classified into Parent Sector 'BANKING' and Major Industry 'Public Sector Commercial Banks (PSU)' (Sovereign-Backed Corporate Credit, Agri Loans & CASA Deposits) based on primary economic business exposure: Public sector scheduled commercial banking offering retail deposits, sovereign lending and MSME financing.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UDAYJEW,Uday Jewellery Industries Limited,,JEWELLERY,SEC_JEWELLERY,Jewellery Manufacturing & Exports,IND_JEWELLERY_MANUFACTURING_EXPORTS,"Casting, Refining & Wholesale Jewellery Export",SUB_CASTING_REFINING_WHOLESALE_JEWELLERY_EXPORT,"Precious metals refining, automated jewelry casting and wholesale B2B export.",HIGH,"Classified into Parent Sector 'JEWELLERY' and Major Industry 'Jewellery Manufacturing & Exports' (Casting, Refining & Wholesale Jewellery Export) based on primary economic business exposure: Precious metals refining, automated jewelry casting and wholesale B2B export.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UDS,Updater Services Limited,,PROFESSIONAL & BPO SERVICES,SEC_PROFESSIONAL_BPO_SERVICES,"Staffing, Facility & Security Services",IND_STAFFING_FACILITY_SECURITY_SERVICES,"General & Specialized Staffing, Electronic Security & Facility Management",SUB_GENERAL_SPECIALIZED_STAFFING_ELECTRONIC_SECURITY_FACILITY_MANAGEMENT,"Pan-India workforce staffing, corporate electronic security guard services, janitorial facility maintenance and pest management.",HIGH,"Classified into Parent Sector 'PROFESSIONAL & BPO SERVICES' and Major Industry 'Staffing, Facility & Security Services' (General & Specialized Staffing, Electronic Security & Facility Management) based on primary economic business exposure: Pan-India workforce staffing, corporate electronic security guard services, janitorial facility maintenance and pest management.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UEL,Ujaas Energy Limited,,POWER,SEC_POWER,Regional Thermal & Hydro Generation,IND_REGIONAL_THERMAL_HYDRO_GENERATION,Pit-Head Thermal Power Stations & Run-of-the-River Hydro Projects,SUB_PIT_HEAD_THERMAL_POWER_STATIONS_RUN_OF_THE_RIVER_HYDRO_PROJECTS,Development and long-term PPA-backed power generation from pit-head thermal stations and run-of-the-river hydroelectric dams.,HIGH,Classified into Parent Sector 'POWER' and Major Industry 'Regional Thermal & Hydro Generation' (Pit-Head Thermal Power Stations & Run-of-the-River Hydro Projects) based on primary economic business exposure: Development and long-term PPA-backed power generation from pit-head thermal stations and run-of-the-river hydroelectric dams.,ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UFBL,United Foodbrands Limited,,RICE,SEC_RICE,Basmati & Branded Rice Milling,IND_BASMATI_BRANDED_RICE_MILLING,Branded Aged Basmati Rice Packaging & Global Exports,SUB_BRANDED_AGED_BASMATI_RICE_PACKAGING_GLOBAL_EXPORTS,"Branded basmati and non-basmati rice milling, processing, packaging and export operations.",HIGH,"Classified into Parent Sector 'RICE' and Major Industry 'Basmati & Branded Rice Milling' (Branded Aged Basmati Rice Packaging & Global Exports) based on primary economic business exposure: Branded basmati and non-basmati rice milling, processing, packaging and export operations.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UFLEX,UFLEX Limited,,PAPER & PACKAGING,SEC_PAPER_PACKAGING,Flexible Packaging & Industrial Containers,IND_FLEXIBLE_PACKAGING_INDUSTRIAL_CONTAINERS,"BOPET/BOPP Packaging Films, Flexible Pouches & FIBC Bulk Bags",SUB_BOPET_BOPP_PACKAGING_FILMS_FLEXIBLE_POUCHES_FIBC_BULK_BAGS,"Manufacturing of bi-axially oriented polyester (BOPET) flexible barrier films, printed laminate pouches and industrial polymer drums.",HIGH,"Classified into Parent Sector 'PAPER & PACKAGING' and Major Industry 'Flexible Packaging & Industrial Containers' (BOPET/BOPP Packaging Films, Flexible Pouches & FIBC Bulk Bags) based on primary economic business exposure: Manufacturing of bi-axially oriented polyester (BOPET) flexible barrier films, printed laminate pouches and industrial polymer drums.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UFO,UFO Moviez India Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UGARSUGAR,The Ugar Sugar Works Limited,,SUGAR & BIO-ETHANOL,SEC_SUGAR_BIO_ETHANOL,Sugar Refining & Bio-Ethanol Distilleries,IND_SUGAR_REFINING_BIO_ETHANOL_DISTILLERIES,"Crushed Sugarcane Refining, Fuel Ethanol & Bagasse Cogeneration",SUB_CRUSHED_SUGARCANE_REFINING_FUEL_ETHANOL_BAGASSE_COGENERATION,"Integrated sugarcane crushing, refined white sugar production, fuel ethanol blending distillation and green cogen power.",HIGH,"Classified into Parent Sector 'SUGAR & BIO-ETHANOL' and Major Industry 'Sugar Refining & Bio-Ethanol Distilleries' (Crushed Sugarcane Refining, Fuel Ethanol & Bagasse Cogeneration) based on primary economic business exposure: Integrated sugarcane crushing, refined white sugar production, fuel ethanol blending distillation and green cogen power.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UGROCAP,Ugro Capital Limited,,NBFC & LENDING,SEC_NBFC_LENDING,Corporate & Specialized Lending NBFCs,IND_CORPORATE_SPECIALIZED_LENDING_NBFCS,"Structured Debt, Infrastructure Loans & Working Capital",SUB_STRUCTURED_DEBT_INFRASTRUCTURE_LOANS_WORKING_CAPITAL,Non-banking financial company providing structured wholesale corporate financing and capital solutions.,MEDIUM,"Classified into Parent Sector 'NBFC & LENDING' and Major Industry 'Corporate & Specialized Lending NBFCs' (Structured Debt, Infrastructure Loans & Working Capital) based on primary economic business exposure: Non-banking financial company providing structured wholesale corporate financing and capital solutions.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UJJIVANSFB,Ujjivan Small Finance Bank Limited,,BANKING,SEC_BANKING,Small Finance Banks,IND_SMALL_FINANCE_BANKS,"Priority Sector Lending, Micro-Loans & Semi-Urban Deposits",SUB_PRIORITY_SECTOR_LENDING_MICRO_LOANS_SEMI_URBAN_DEPOSITS,Financial inclusion banking catering to unserved and underserved micro-enterprises and semi-urban households.,HIGH,"Classified into Parent Sector 'BANKING' and Major Industry 'Small Finance Banks' (Priority Sector Lending, Micro-Loans & Semi-Urban Deposits) based on primary economic business exposure: Financial inclusion banking catering to unserved and underserved micro-enterprises and semi-urban households.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ULTRACEMCO,UltraTech Cement Limited,,CEMENT,SEC_CEMENT,Pan-India Large Integrated Cement,IND_PAN_INDIA_LARGE_INTEGRATED_CEMENT,Integrated Clinker & Grey Cement Mega Plants,SUB_INTEGRATED_CLINKER_GREY_CEMENT_MEGA_PLANTS,Nationwide integrated manufacturing of high-grade OPC/PPC grey cement and ready-mix concrete.,HIGH,Classified into Parent Sector 'CEMENT' and Major Industry 'Pan-India Large Integrated Cement' (Integrated Clinker & Grey Cement Mega Plants) based on primary economic business exposure: Nationwide integrated manufacturing of high-grade OPC/PPC grey cement and ready-mix concrete.,ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
ULTRAMAR,Ultramarine & Pigments Limited,,CHEMICALS,SEC_CHEMICALS,"Pigments, Dyes & Colorants",IND_PIGMENTS_DYES_COLORANTS,"Organic & Inorganic Pigments, Reactive Dyes & Textile Auxiliaries",SUB_ORGANIC_INORGANIC_PIGMENTS_REACTIVE_DYES_TEXTILE_AUXILIARIES,"Manufacturing of high-performance organic pigments, masterbatch colorants and textile reactive dyes.",HIGH,"Classified into Parent Sector 'CHEMICALS' and Major Industry 'Pigments, Dyes & Colorants' (Organic & Inorganic Pigments, Reactive Dyes & Textile Auxiliaries) based on primary economic business exposure: Manufacturing of high-performance organic pigments, masterbatch colorants and textile reactive dyes.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UMAEXPORTS,Uma Exports Limited,,SHIPBUILDING & PORTS,SEC_SHIPBUILDING_PORTS,Dredging & Marine Civil Infrastructure,IND_DREDGING_MARINE_CIVIL_INFRASTRUCTURE,"Navigational Channel Dredging, Reclamation & Breakwater EPC",SUB_NAVIGATIONAL_CHANNEL_DREDGING_RECLAMATION_BREAKWATER_EPC,Specialized maritime capital and maintenance dredging of deep navigation channels and construction of sea-wall breakwaters.,HIGH,"Classified into Parent Sector 'SHIPBUILDING & PORTS' and Major Industry 'Dredging & Marine Civil Infrastructure' (Navigational Channel Dredging, Reclamation & Breakwater EPC) based on primary economic business exposure: Specialized maritime capital and maintenance dredging of deep navigation channels and construction of sea-wall breakwaters.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UMESLTD,Usha Martin Education & Solutions Limited,,RETAIL,SEC_RETAIL,Specialty Consumer Retail,IND_SPECIALTY_CONSUMER_RETAIL,"Luxury Watches, Optical, Electronics & Pharmacy Retail Chains",SUB_LUXURY_WATCHES_OPTICAL_ELECTRONICS_PHARMACY_RETAIL_CHAINS,"Specialty retail chains operating exclusive boutiques for luxury swiss timepieces, electronics and pharmaceuticals.",HIGH,"Classified into Parent Sector 'RETAIL' and Major Industry 'Specialty Consumer Retail' (Luxury Watches, Optical, Electronics & Pharmacy Retail Chains) based on primary economic business exposure: Specialty retail chains operating exclusive boutiques for luxury swiss timepieces, electronics and pharmaceuticals.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UMIYA-MRO,UMIYA BUILDCON LIMITED,,CONSTRUCTION & INFRASTRUCTURE,SEC_CONSTRUCTION_INFRASTRUCTURE,Civil & Commercial Building Construction,IND_CIVIL_COMMERCIAL_BUILDING_CONSTRUCTION,"Institutional Campuses, High-Rise Commercial Towers & Hospitals",SUB_INSTITUTIONAL_CAMPUSES_HIGH_RISE_COMMERCIAL_TOWERS_HOSPITALS,"Specialized general contracting and civil construction of institutional university campuses, corporate towers and metro stations.",HIGH,"Classified into Parent Sector 'CONSTRUCTION & INFRASTRUCTURE' and Major Industry 'Civil & Commercial Building Construction' (Institutional Campuses, High-Rise Commercial Towers & Hospitals) based on primary economic business exposure: Specialized general contracting and civil construction of institutional university campuses, corporate towers and metro stations.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNICHEMLAB,Unichem Laboratories Limited,,PHARMACEUTICALS,SEC_PHARMACEUTICALS,Finished Dosage Formulations,IND_FINISHED_DOSAGE_FORMULATIONS,"Branded Generic Tablets, Capsules, Syrups & Inhalers",SUB_BRANDED_GENERIC_TABLETS_CAPSULES_SYRUPS_INHALERS,Manufacturing and marketing of branded generic prescription medicines and OTC therapeutic formulations.,HIGH,"Classified into Parent Sector 'PHARMACEUTICALS' and Major Industry 'Finished Dosage Formulations' (Branded Generic Tablets, Capsules, Syrups & Inhalers) based on primary economic business exposure: Manufacturing and marketing of branded generic prescription medicines and OTC therapeutic formulations.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNIDT,United Drilling Tools Limited,,OIL & GAS,SEC_OIL_GAS,Upstream Oil & Gas Exploration (E&P),IND_UPSTREAM_OIL_GAS_EXPLORATION_E_P,Offshore Deepwater Drilling & Crude Oil/Natural Gas Production,SUB_OFFSHORE_DEEPWATER_DRILLING_CRUDE_OIL_NATURAL_GAS_PRODUCTION,"Geological exploration, offshore platform drilling and extraction of crude oil and natural gas reserves.",HIGH,"Classified into Parent Sector 'OIL & GAS' and Major Industry 'Upstream Oil & Gas Exploration (E&P)' (Offshore Deepwater Drilling & Crude Oil/Natural Gas Production) based on primary economic business exposure: Geological exploration, offshore platform drilling and extraction of crude oil and natural gas reserves.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNIECOM,Unicommerce Esolutions Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNIENTER,Uniphos Enterprises Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT Services & Digital Consulting,IND_MID_TIER_IT_SERVICES_DIGITAL_CONSULTING,"Custom Software Development, Data Analytics & AI Integration",SUB_CUSTOM_SOFTWARE_DEVELOPMENT_DATA_ANALYTICS_AI_INTEGRATION,"Mid-sized IT consulting delivering digital transformation, data engineering, cybersecurity and agile development.",HIGH,"Classified into Parent Sector 'IT SERVICES' and Major Industry 'Mid-Tier IT Services & Digital Consulting' (Custom Software Development, Data Analytics & AI Integration) based on primary economic business exposure: Mid-sized IT consulting delivering digital transformation, data engineering, cybersecurity and agile development.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNIINFO,Uniinfo Telecom Services Limited,,PROFESSIONAL & BPO SERVICES,SEC_PROFESSIONAL_BPO_SERVICES,"Staffing, Facility & Security Services",IND_STAFFING_FACILITY_SECURITY_SERVICES,"General & Specialized Staffing, Electronic Security & Facility Management",SUB_GENERAL_SPECIALIZED_STAFFING_ELECTRONIC_SECURITY_FACILITY_MANAGEMENT,"Pan-India workforce staffing, corporate electronic security guard services, janitorial facility maintenance and pest management.",HIGH,"Classified into Parent Sector 'PROFESSIONAL & BPO SERVICES' and Major Industry 'Staffing, Facility & Security Services' (General & Specialized Staffing, Electronic Security & Facility Management) based on primary economic business exposure: Pan-India workforce staffing, corporate electronic security guard services, janitorial facility maintenance and pest management.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNIMECH,Unimech Aerospace and Manufacturing Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNIONBANK,Union Bank of India,,CAPITAL MARKETS,SEC_CAPITAL_MARKETS,Exchange Traded Funds (ETF),IND_EXCHANGE_TRADED_FUNDS_ETF,"Passive Equity, Debt & Commodity Index Tracking ETFs",SUB_PASSIVE_EQUITY_DEBT_COMMODITY_INDEX_TRACKING_ETFS,"Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",HIGH,"Classified into Parent Sector 'CAPITAL MARKETS' and Major Industry 'Exchange Traded Funds (ETF)' (Passive Equity, Debt & Commodity Index Tracking ETFs) based on primary economic business exposure: Passive exchange-traded fund tracking benchmark equities, sovereign debt, liquid debt or physical gold/silver.",EXCHANGE_SECURITY_MASTER,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNIPARTS,Uniparts India Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNITDSPR,United Spirits Limited,,BEVERAGES & DISTILLERIES,SEC_BEVERAGES_DISTILLERIES,Spirits & Alcoholic Distilleries,IND_SPIRITS_ALCOHOLIC_DISTILLERIES,"Indian Made Foreign Liquor (IMFL), Single Malts & Grain Spirits",SUB_INDIAN_MADE_FOREIGN_LIQUOR_IMFL_SINGLE_MALTS_GRAIN_SPIRITS,"Distillation and blending of Indian Made Foreign Liquor (IMFL) whiskies, brandies, rums and premium single malts.",HIGH,"Classified into Parent Sector 'BEVERAGES & DISTILLERIES' and Major Industry 'Spirits & Alcoholic Distilleries' (Indian Made Foreign Liquor (IMFL), Single Malts & Grain Spirits) based on primary economic business exposure: Distillation and blending of Indian Made Foreign Liquor (IMFL) whiskies, brandies, rums and premium single malts.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNITECH,Unitech Limited,,IT SERVICES,SEC_IT_SERVICES,Mid-Tier IT Services & Digital Consulting,IND_MID_TIER_IT_SERVICES_DIGITAL_CONSULTING,"Custom Software Development, Data Analytics & AI Integration",SUB_CUSTOM_SOFTWARE_DEVELOPMENT_DATA_ANALYTICS_AI_INTEGRATION,"Mid-sized IT consulting delivering digital transformation, data engineering, cybersecurity and agile development.",HIGH,"Classified into Parent Sector 'IT SERVICES' and Major Industry 'Mid-Tier IT Services & Digital Consulting' (Custom Software Development, Data Analytics & AI Integration) based on primary economic business exposure: Mid-sized IT consulting delivering digital transformation, data engineering, cybersecurity and agile development.",ANNUAL_REPORT_SEGMENT_REVENUE,2024-01-01,9999-12-31,2026-08-23,VERIFIED
UNITEDPOLY,United Polyfab Gujarat Limited,,INDUSTRIAL MANUFACTURING,SEC_INDUSTRIAL_MANUFACTURING,Specialized Industrial Tools & Engineering Supplies,IND_SPECIALIZED_INDUSTRIAL_TOOLS_ENGINEERING_SUPPLIES,"Precision Machine Tools, Specialized Fasteners & Industrial Supplies",SUB_PRECISION_MACHINE_TOOLS_SPECIALIZED_FASTENERS_INDUSTRIAL_SUPPLIES,"Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",MEDIUM,"Classified into Parent Sector 'INDUSTRIAL MANUFACTURING' and Major Industry 'Specialized Industrial Tools & Engineering Supplies' (Precision Machine Tools, Specialized Fasteners & Industrial Supplies) based on primary economic business exposure: Manufacturing of specialized industrial machine tooling, precision fasteners, workshop equipment and industrial B2B supplies.",BUSINESS_NAME_AND_SECTOR_EVALUATION,2024-01-01,9999-12-31,2026-08-23,VERIFIED
